0,-9.59484,-9.59445,-9.59445,-9.635
1,-9.552,-9.54939,-9.54939,-9.635
2,-9.49963,-9.49933,-9.49933,-9.59445
3,-9.44673,-9.44371,-9.44371,-9.54939
4,-9.38205,-9.3819,-9.3819,-9.49933
5,-9.31672,-9.31323,-9.31323,-9.44371
6,-9.24448,-9.23693,-9.23693,-9.3819
7,-9.15616,-9.15215,-9.15215,-9.31323
8,-9.06695,-9.05795,-9.05795,-9.23693
9,-8.95788,-8.95328,-8.95328,-9.15215
10,-8.8477,-8.83698,-8.83698,-9.05795
11,-8.713,-8.70776,-8.70776,-8.95328
12,-8.57693,-8.56419,-8.56419,-8.83698
13,-8.41057,-8.40466,-8.40466,-8.67328
14,-8.24253,-8.2274,-8.2274,-8.53683
15,-8.03708,-8.03045,-8.03045,-8.33652
16,-7.82955,-7.81162,-7.81162,-8.15938
17,-7.57583,-7.56847,-7.56847,-7.79911
18,-7.31953,-7.31772,-7.29831,-7.48074
19,-7.12416,-7.10226,-7.10204,-7.12611
20,-9.5573,-9.54939,-9.54939,-9.59445
21,-9.50315,-9.49933,-9.49933,-9.59445
22,-9.45249,-9.44371,-9.44371,-9.54939
23,-9.38813,-9.3819,-9.3819,-9.49933
24,-9.32544,-9.31323,-9.31323,-9.44371
25,-9.24029,-9.23693,-9.23693,-9.3819
26,-9.15619,-9.15215,-9.15215,-9.31323
27,-9.06379,-9.05795,-9.05795,-9.23693
28,-8.96759,-8.95328,-8.95328,-9.15215
29,-8.84587,-8.83698,-8.83698,-9.05795
30,-8.71506,-8.70776,-8.70776,-8.95328
31,-8.57931,-8.56419,-8.56419,-8.83698
32,-8.42489,-8.40466,-8.40466,-8.70776
33,-8.22756,-8.2274,-8.2274,-8.48669
34,-8.05008,-8.03045,-8.03045,-8.30375
35,-7.84278,-7.81162,-7.81162,-8.09048
36,-7.6077,-7.56847,-7.56847,-7.91033
37,-7.29963,-7.29833,-7.29831,-7.60741
38,-7.04684,-7.07055,-6.99812,-7.19995
39,-6.84939,-6.8727,-6.77801,-6.90685
40,-9.50192,-9.49933,-9.49933,-9.54927
41,-9.45325,-9.44371,-9.44371,-9.54823
42,-9.38748,-9.3819,-9.3819,-9.49889
43,-9.32418,-9.31323,-9.31323,-9.44333
44,-9.23815,-9.23693,-9.23693,-9.38188
45,-9.15911,-9.15215,-9.15215,-9.31323
46,-9.06077,-9.05795,-9.05795,-9.23693
47,-8.96509,-8.95328,-8.95328,-9.15215
48,-8.8574,-8.83698,-8.83698,-9.05795
49,-8.71805,-8.70776,-8.70776,-8.95328
50,-8.58179,-8.56419,-8.56419,-8.83698
51,-8.41073,-8.40466,-8.40466,-8.70776
52,-8.25496,-8.2274,-8.2274,-8.56419
53,-8.05159,-8.03045,-8.03045,-8.39205
54,-7.81325,-7.81162,-7.81162,-8.2037
55,-7.58239,-7.56847,-7.56847,-7.83772
56,-7.30764,-7.2983,-7.2983,-7.65553
57,-7.00014,-6.99829,-6.99812,-7.23148
58,-6.71805,-6.72811,-6.66458,-6.99558
59,-6.52825,-6.56544,-6.35423,-6.57226
60,-9.45371,-9.44371,-9.44371,-9.49884
61,-9.39171,-9.3819,-9.3819,-9.49601
62,-9.32415,-9.31323,-9.31323,-9.41648
63,-9.24835,-9.23693,-9.23693,-9.34863
64,-9.153,-9.15215,-9.15215,-9.27984
65,-9.06847,-9.05795,-9.05795,-9.22679
66,-8.96251,-8.95328,-8.95328,-9.14757
67,-8.85871,-8.83698,-8.83698,-9.05107
68,-8.72923,-8.70776,-8.70776,-8.95328
69,-8.57611,-8.56419,-8.56418,-8.83698
70,-8.42224,-8.40466,-8.40466,-8.70776
71,-8.23293,-8.2274,-8.2274,-8.56419
72,-8.04201,-8.03045,-8.03045,-8.40466
73,-7.81958,-7.81162,-7.81162,-8.19405
74,-7.58316,-7.56847,-7.56847,-8.0109
75,-7.3354,-7.2983,-7.2983,-7.70305
76,-7.04695,-6.99812,-6.99811,-7.46992
77,-6.7248,-6.66986,-6.66458,-7.16705
78,-6.4208,-6.37296,-6.29397,-6.72979
79,-6.19687,-6.30395,-5.90792,-6.3359
80,-9.39215,-9.3819,-9.3819,-9.4428
81,-9.31637,-9.31323,-9.31323,-9.42406
82,-9.24809,-9.23693,-9.23693,-9.35447
83,-9.15672,-9.15215,-9.15215,-9.27774
84,-9.05985,-9.05795,-9.05795,-9.21396
85,-8.95359,-8.95328,-8.95328,-9.12386
86,-8.84453,-8.83698,-8.83698,-9.03753
87,-8.72774,-8.70776,-8.70776,-8.92506
88,-8.57131,-8.56418,-8.56418,-8.83698
89,-8.40907,-8.40466,-8.40465,-8.70776
90,-8.24949,-8.2274,-8.2274,-8.56418
91,-8.04777,-8.03045,-8.03045,-8.40466
92,-7.84567,-7.81162,-7.81161,-8.2274
93,-7.57294,-7.56847,-7.56847,-7.97241
94,-7.33107,-7.2983,-7.2983,-7.81114
95,-7.04225,-6.99811,-6.99811,-7.39622
96,-6.70284,-6.66459,-6.66457,-7.2438
97,-6.35416,-6.30646,-6.29397,-6.87802
98,-6.0387,-5.99194,-5.88219,-6.43458
99,-5.86722,-5.91941,-5.43372,-5.98884
100,-9.32596,-9.31323,-9.31323,-9.38133
101,-9.24602,-9.23693,-9.23693,-9.35152
102,-9.16786,-9.15215,-9.15215,-9.29638
103,-9.0609,-9.05795,-9.05795,-9.20809
104,-8.95515,-8.95328,-8.95328,-9.09578
105,-8.8503,-8.83698,-8.83698,-8.95923
106,-8.72949,-8.70776,-8.70776,-8.89018
107,-8.56717,-8.56418,-8.56418,-8.80343
108,-8.40765,-8.40465,-8.40465,-8.70776
109,-8.2336,-8.2274,-8.2274,-8.56418
110,-8.03281,-8.03045,-8.03045,-8.40465
111,-7.81509,-7.81161,-7.81161,-8.2274
112,-7.60698,-7.56847,-7.56846,-8.03045
113,-7.3255,-7.2983,-7.2983,-7.78441
114,-7.02552,-6.99811,-6.99811,-7.56812
115,-6.69699,-6.66457,-6.66457,-7.21544
116,-6.33219,-6.29529,-6.29397,-6.96709
117,-5.95511,-5.90422,-5.88219,-6.57467
118,-5.67615,-5.59158,-5.42465,-5.96356
119,-5.49262,-5.49715,-4.919,-5.66121
120,-9.23749,-9.23693,-9.23693,-9.31193
121,-9.1678,-9.15215,-9.15215,-9.28844
122,-9.06529,-9.05795,-9.05795,-9.20542
123,-8.96979,-8.95328,-8.95328,-9.10182
124,-8.85896,-8.83698,-8.83698,-9.02498
125,-8.71125,-8.70776,-8.70776,-8.88897
126,-8.58772,-8.56418,-8.56418,-8.79822
127,-8.43065,-8.40465,-8.40465,-8.64553
128,-8.25753,-8.2274,-8.2274,-8.56418
129,-8.05155,-8.03045,-8.03045,-8.40465
130,-7.83007,-7.81161,-7.81161,-8.22739
131,-7.60267,-7.56846,-7.56846,-8.03045
132,-7.3413,-7.2983,-7.29829,-7.81161
133,-7.03251,-6.99811,-6.99811,-7.555
134,-6.68024,-6.66457,-6.66457,-7.2982
135,-6.31006,-6.29397,-6.29929,-6.72278
136,-5.96878,-5.88286,-5.88219,-6.6559
137,-5.61157,-5.45795,-5.42465,-6.19192
138,-5.28926,-5.14367,-4.91628,-5.71771
139,-5.12402,-5.06356,-4.35208,-5.18125
140,-9.16398,-9.15215,-9.15215,-9.23021
141,-9.06512,-9.05795,-9.05795,-9.20103
142,-8.95649,-8.95328,-8.95328,-9.12883
143,-8.85786,-8.83698,-8.83698,-9.04311
144,-8.72842,-8.70776,-8.70776,-8.91205
145,-8.56576,-8.56418,-8.56418,-8.76821
146,-8.43156,-8.40465,-8.40465,-8.6495
147,-8.23584,-8.2274,-8.2274,-8.49112
148,-8.06158,-8.03045,-8.03045,-8.40465
149,-7.84775,-7.81161,-7.81161,-8.2274
150,-7.57081,-7.56846,-7.56846,-8.03044
151,-7.32807,-7.29829,-7.29829,-7.81161
152,-7.0537,-6.99811,-6.99811,-7.56846
153,-6.67685,-6.66457,-6.66457,-7.29347
154,-6.31561,-6.29397,-6.29397,-6.99811
155,-5.95958,-5.89999,-5.88219,-6.33418
156,-5.537,-5.42696,-5.42465,-6.2767
157,-5.20102,-4.94387,-4.91628,-5.72832
158,-4.8832,-4.51058,-4.35142,-5.23227
159,-4.70988,-4.64297,-3.72387,-4.74021
160,-9.07259,-9.05794,-9.05794,-9.14754
161,-8.97172,-8.95328,-8.95328,-9.13183
162,-8.85503,-8.83698,-8.83698,-9.02636
163,-8.71298,-8.70776,-8.70776,-8.90547
164,-8.59092,-8.56418,-8.56418,-8.76916
165,-8.41763,-8.40465,-8.40465,-8.60542
166,-8.24848,-8.2274,-8.2274,-8.48459
167,-8.03325,-8.03045,-8.03045,-8.31934
168,-7.84711,-7.81161,-7.81161,-8.22739
169,-7.5745,-7.56846,-7.56846,-8.03045
170,-7.32924,-7.29829,-7.29829,-7.81161
171,-7.02244,-6.99811,-6.99811,-7.56846
172,-6.69602,-6.66457,-6.66457,-7.29829
173,-6.33799,-6.29397,-6.29397,-6.97788
174,-5.94869,-5.88219,-5.88219,-6.66457
175,-5.55273,-5.42472,-5.42465,-6.2937
176,-5.12861,-4.91628,-4.92059,-5.84948
177,-4.83487,-4.35226,-4.35142,-5.42071
