0,-9.59484,-9.59445,-9.59445,-9.635
1,-9.552,-9.54939,-9.54939,-9.635
2,-9.49963,-9.49933,-9.49933,-9.59445
3,-9.44673,-9.44371,-9.44371,-9.54939
4,-9.38205,-9.3819,-9.3819,-9.49933
5,-9.31672,-9.31323,-9.31323,-9.44371
6,-9.24448,-9.23693,-9.23693,-9.3819
7,-9.15616,-9.15215,-9.15215,-9.31323
8,-9.06695,-9.05795,-9.05795,-9.23693
9,-8.95788,-8.95328,-8.95328,-9.15215
10,-8.8477,-8.83698,-8.83698,-9.05795
11,-8.713,-8.70776,-8.70776,-8.95328
12,-8.57693,-8.56418,-8.56418,-8.83698
13,-8.41057,-8.40466,-8.40465,-8.70776
14,-8.24253,-8.2274,-8.2274,-8.56417
15,-8.03708,-8.03045,-8.03045,-8.36315
16,-7.82955,-7.81162,-7.81162,-8.06201
17,-7.57583,-7.56847,-7.56847,-7.64856
18,-7.31953,-7.30234,-7.29831,-7.39358
19,-7.03613,-7.07192,-7.0222,-7.11426
20,-9.55323,-9.54939,-9.54939,-9.59445
21,-9.50295,-9.49933,-9.49933,-9.59445
22,-9.44879,-9.44371,-9.44371,-9.54939
23,-9.39138,-9.3819,-9.3819,-9.49933
24,-9.32482,-9.31323,-9.31323,-9.44371
25,-9.24881,-9.23693,-9.23693,-9.3819
26,-9.16555,-9.15215,-9.15215,-9.31323
27,-9.05849,-9.05795,-9.05795,-9.23693
28,-8.95366,-8.95328,-8.95328,-9.15215
29,-8.83793,-8.83698,-8.83698,-9.05795
30,-8.71514,-8.70776,-8.70776,-8.95328
31,-8.56719,-8.56418,-8.56418,-8.83698
32,-8.41594,-8.40465,-8.40465,-8.70776
33,-8.24083,-8.2274,-8.2274,-8.56418
34,-8.03141,-8.03045,-8.03045,-8.40465
35,-7.84155,-7.81162,-7.81162,-8.16076
36,-7.59658,-7.56847,-7.56847,-7.8505
37,-7.31297,-7.29831,-7.2983,-7.55451
38,-7.04206,-7.0119,-6.99812,-7.29703
39,-6.7726,-6.76954,-6.67789,-6.85041
40,-9.50425,-9.49933,-9.49933,-9.54936
41,-9.44938,-9.44371,-9.44371,-9.54825
42,-9.39122,-9.3819,-9.3819,-9.49845
43,-9.31904,-9.31323,-9.31323,-9.44336
44,-9.24645,-9.23693,-9.23693,-9.3819
45,-9.16814,-9.15215,-9.15215,-9.31321
46,-9.07257,-9.05795,-9.05795,-9.23693
47,-8.96599,-8.95328,-8.95328,-9.15215
48,-8.84577,-8.83698,-8.83698,-9.05795
49,-8.71075,-8.70776,-8.70776,-8.95328
50,-8.56802,-8.56418,-8.56418,-8.83698
51,-8.41065,-8.40465,-8.40465,-8.70776
52,-8.22775,-8.2274,-8.2274,-8.56418
53,-8.05667,-8.03045,-8.03045,-8.40465
54,-7.84413,-7.81162,-7.81161,-8.2274
55,-7.5804,-7.56847,-7.56847,-8.00032
56,-7.32258,-7.2983,-7.2983,-7.55113
57,-7.05014,-6.99812,-6.99812,-7.41819
58,-6.69658,-6.68537,-6.66458,-6.99293
59,-6.456,-6.5374,-6.29875,-6.57622
60,-9.4518,-9.44371,-9.44371,-9.49907
61,-9.39118,-9.3819,-9.3819,-9.49243
62,-9.32055,-9.31323,-9.31323,-9.42771
63,-9.24552,-9.23693,-9.23693,-9.37217
64,-9.15512,-9.15215,-9.15215,-9.30002
65,-9.07578,-9.05795,-9.05795,-9.22311
66,-8.96289,-8.95328,-8.95328,-9.13769
67,-8.84787,-8.83698,-8.83698,-9.04656
68,-8.72358,-8.70776,-8.70776,-8.93555
69,-8.58425,-8.56418,-8.56418,-8.8295
70,-8.4142,-8.40465,-8.40465,-8.70615
71,-8.26064,-8.2274,-8.2274,-8.56366
72,-8.04941,-8.03045,-8.03045,-8.40465
73,-7.84723,-7.81161,-7.81161,-8.2274
74,-7.6112,-7.56847,-7.56846,-8.03045
75,-7.32759,-7.2983,-7.2983,-7.80757
76,-7.05394,-6.99812,-6.99812,-7.34043
77,-6.71231,-6.66505,-6.66458,-7.16972
78,-6.37362,-6.33703,-6.29397,-6.86441
79,-6.17638,-6.23728,-5.8832,-6.33463
80,-9.39132,-9.3819,-9.3819,-9.44176
81,-9.32403,-9.31323,-9.31323,-9.42914
82,-9.24957,-9.23693,-9.23693,-9.36045
83,-9.16403,-9.15215,-9.15215,-9.27855
84,-9.06591,-9.05795,-9.05795,-9.21069
85,-8.95723,-8.95328,-8.95328,-9.12284
86,-8.8455,-8.83698,-8.83698,-9.04125
87,-8.724,-8.70776,-8.70776,-8.92391
88,-8.58213,-8.56418,-8.56418,-8.79895
89,-8.41678,-8.40465,-8.40465,-8.66659
90,-8.2523,-8.2274,-8.2274,-8.5228
91,-8.03413,-8.03045,-8.03045,-8.39201
92,-7.82736,-7.81161,-7.81161,-8.2274
93,-7.60295,-7.56846,-7.56846,-8.03045
94,-7.32867,-7.2983,-7.29829,-7.81161
95,-7.04701,-6.99812,-6.99811,-7.56596
96,-6.69975,-6.66458,-6.66552,-7.04845
97,-6.35743,-6.29518,-6.29397,-6.93883
98,-6.08355,-5.92604,-5.88219,-6.44019
99,-5.80127,-5.89441,-5.42473,-5.88626
100,-9.3144,-9.31323,-9.31323,-9.3812
101,-9.23726,-9.23693,-9.23693,-9.3682
102,-9.16151,-9.15215,-9.15215,-9.28179
103,-9.06372,-9.05795,-9.05795,-9.19998
104,-8.96078,-8.95328,-8.95328,-9.08802
105,-8.84545,-8.83698,-8.83698,-9.02758
106,-8.71256,-8.70776,-8.70776,-8.90908
107,-8.57421,-8.56418,-8.56418,-8.78023
108,-8.41691,-8.40465,-8.40465,-8.6421
109,-8.24645,-8.2274,-8.2274,-8.52708
110,-8.04325,-8.03045,-8.03045,-8.34984
111,-7.83075,-7.81161,-7.81161,-8.20486
112,-7.57235,-7.56846,-7.56846,-8.03045
113,-7.32112,-7.29829,-7.29829,-7.81161
114,-7.04456,-6.99811,-6.99811,-7.56846
115,-6.72199,-6.66458,-6.66457,-7.29688
116,-6.31958,-6.29397,-6.30682,-6.69641
117,-5.99187,-5.88827,-5.88219,-6.64648
118,-5.72189,-5.51492,-5.42465,-6.16062
119,-5.46525,-5.48249,-4.91628,-5.7116
120,-9.25024,-9.23693,-9.23693,-9.31128
121,-9.1625,-9.15215,-9.15215,-9.27543
122,-9.07151,-9.05795,-9.05795,-9.17842
123,-8.96578,-8.95328,-8.95328,-9.11972
124,-8.849,-8.83698,-8.83698,-8.9979
125,-8.71768,-8.70776,-8.70776,-8.90354
126,-8.57268,-8.56418,-8.56418,-8.80348
127,-8.41734,-8.40465,-8.40465,-8.66118
128,-8.25625,-8.2274,-8.2274,-8.47175
129,-8.03478,-8.03045,-8.03045,-8.34559
130,-7.84482,-7.81161,-7.81161,-8.12765
131,-7.61458,-7.56846,-7.56846,-7.99822
132,-7.31598,-7.29829,-7.29829,-7.81161
133,-7.00452,-6.99811,-6.9981,-7.56846
134,-6.67397,-6.66457,-6.66457,-7.29829
135,-6.3195,-6.29399,-6.29397,-6.99796
136,-5.96677,-5.90558,-5.88219,-6.38807
137,-5.64826,-5.42465,-5.49788,-6.27814
138,-5.35088,-4.91628,-4.94477,-5.87603
139,-5.05683,-4.91757,-4.35142,-5.41652
140,-9.15234,-9.15215,-9.15215,-9.23466
141,-9.0737,-9.05795,-9.05795,-9.20508
142,-8.9706,-8.95328,-8.95328,-9.12877
143,-8.83981,-8.83698,-8.83698,-9.03072
144,-8.71202,-8.70776,-8.70776,-8.90019
145,-8.57222,-8.56418,-8.56418,-8.73524
146,-8.4335,-8.40465,-8.40465,-8.62482
147,-8.24327,-8.2274,-8.2274,-8.46016
148,-8.05876,-8.03045,-8.03045,-8.31714
149,-7.819,-7.81161,-7.81161,-8.16158
150,-7.5853,-7.56846,-7.56846,-7.93797
151,-7.30476,-7.29829,-7.29829,-7.77283
152,-7.05112,-6.9981,-6.9981,-7.56845
153,-6.69793,-6.66457,-6.66456,-7.29829
154,-6.33027,-6.29397,-6.29397,-6.9981
155,-5.92248,-5.88219,-5.88219,-6.66453
156,-5.5593,-5.52905,-5.42465,-5.93851
157,-5.22474,-5.21148,-4.94686,-5.37751
158,-4.96989,-4.71436,-4.35192,-4.90684
159,-4.70141,-4.35888,-3.7238,-4.92716
160,-9.05823,-9.05794,-9.05794,-9.14368
161,-8.96407,-8.95328,-8.95328,-9.14135
162,-8.8531,-8.83698,-8.83698,-8.99741
163,-8.7176,-8.70776,-8.70776,-8.89786
164,-8.57025,-8.56418,-8.56418,-8.71901
165,-8.43131,-8.40465,-8.40465,-8.6443
166,-8.26063,-8.2274,-8.2274,-8.44549
167,-8.05924,-8.03045,-8.03045,-8.35047
168,-7.82969,-7.81161,-7.81161,-8.15278
169,-7.58475,-7.56846,-7.56846,-7.94422
170,-7.32516,-7.29829,-7.29829,-7.575
171,-7.02599,-6.9981,-6.9981,-7.53111
172,-6.66785,-6.66456,-6.66456,-7.29829
173,-6.29816,-6.29397,-6.29396,-6.9981
174,-5.90485,-5.88219,-5.88219,-6.66456
175,-5.44982,-5.42465,-5.42465,-6.29397
176,-5.11285,-4.91628,-4.91628,-5.88219
177,-4.77152,-4.35142,-4.35142,-5.42465
